title,company,titleUrl,job_content,job_require,job_welfare,job_contact
零售業/模型資料分析顧問,勤業眾信聯合會計師事務所,https://www.104.com.tw/job/42d1q?jobsource=jolist_a_relevance,null,null,null,null
零售通路業務人員,聯馥食品股份有限公司,https://www.104.com.tw/job/6pvvn?jobsource=2018indexpoc,1、商品銷售及管理。2、各零售通路客戶開發，supermarket通路為重。3、與供應商接洽業務。4、年度合約洽談。5、產品促銷活動安排。, 條件要求  接受身份 上班族 工作經歷  5年以上  學歷要求  專科以上  科系要求  不拘  語文條件  英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力 擅長工具  不拘  工作技能  不拘  具備駕照  普通小型車  其他條件  1.三年以上零售通路運作，熟悉食(飲)品在supermarket通路為佳。2.擅商品管理、數據分析、產品效期與進銷量控管。3.固定薪資加業績獎金。 , 福利制度 公司制度：各類訓練課程及暢通的升遷管道。休假制度：均配合相關法令規定辦理。獎金福利：年終績效獎金。保險福利：勞保、健保、勞退6%提撥，員工團保。其他福利：產品優惠員購。                    倉儲運輸員工制服提供。                    福委舉辦各項活動/餐會及禮金發放。乾淨舒適辦公環境，獨立空調設定，開放式辦公空間，嚴密安全的大樓進出管理(台北)。, 聯絡方式  聯絡人  人資部  其他  1.請直接線上應徵，合適者公司將主動連絡，若不合適恕不另行通知。2.本公司對於履歷資訊會嚴格審閱，請求職者勿重複投遞。謝謝您。  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
零售金融處-存款商品規劃人員,永豐商業銀行股份有限公司,https://www.104.com.tw/job/6wmn7?jobsource=jolist_a_relevance,"1.由大數據分析, 經營本行存款客戶, 加深客戶往來深度。 2.存款行銷專案發想、設計及執行。3.存款部位管理。 4.存款商品架構、交易流程設計。"," 條件要求  接受身份 上班族、應屆畢業生、日間就讀中、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡 、中高齡 、高齡 、更生人 工作經歷  2年以上  學歷要求  大學以上  科系要求  不拘  語文條件  中文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等  台語 -- 中等 贊助提升語文能力 擅長工具 Excel、PowerPoint、Word贊助提升專業能力 工作技能  不拘  其他條件  【工作經歷】1.具本行存款作業、或客戶經營活動規劃等相關業務經驗2.對存款產品規劃、客戶行為、數據分析有興趣者 【專業技術/技巧】熟悉下列套裝軟體及本行相關系統之使用 1.Excel、Word、PowerPoint 等基本套裝軟體使用2.分行系統 3.CRM、業務管理系統【其他條件限制】能配合進件量機動加班,具分行業務、分行作業及客服等相關經歷兩年以上尤佳 顯示全部", 福利制度  法定項目  哺乳室  週休二日  家庭照顧假  勞保  健保  陪產假  產假  特別休假  育嬰留停  女性生理假  勞退提撥金  安胎假  產檢假  防疫照顧假  員工體檢  職災保險  其他福利  年終獎金  專業證照獎金  不扣薪病假  結婚禮金  生育津貼  員工進修補助  員工教育獎助學金  外語學習補助  社團活動  員工貸款  員工團體保險 【薪獎設計】同仁皆依個人學經歷核薪，另視個人績效與當年度營運發放績效獎金與紅利。【各類保險】所有同仁都享勞保、健保、團保，同仁眷屬亦可加入團保。【年度健檢】同仁的健康就是永豐最大的資產。定期辦理同仁健檢，使同仁可以定期檢視個人健康狀況。【補助項目】同仁生日、三節、年終時，提供年節獎金或舉辦活動。此外，同仁婚、喪、喜、慶或住院時，公司也提供補助金或慰問金。【優惠貸款】所有金控同仁都享有優惠房貸與信貸，協助同仁在理財規劃上能作更好的運用。【休假制度】提供同仁優於勞基法的給假制度，讓您工作與生活中最平衡。【環境設施】為讓同仁們擁有舒適的辦公環境，在金控總部設有員工休憩中心、藝文表演廳等休憩空間，並提供各式茶飲，讓同仁在緊湊繁忙的工作中適度調劑。, 聯絡方式  聯絡人  宗小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電力電子研發經理 (桃園龜山)_9695,和碩集團_和碩聯合科技股份有限公司,https://www.104.com.tw/job/6wbk7?jobsource=jolist_c_relevance,null,null,null,null
電商 IT平台營運人員,新加坡商第一企劃行銷股份有限公司台灣分公司,https://www.104.com.tw/job/71s05?jobsource=jolist_a_relevance,null,null,null,null
電商主管,百分百寵物生活館_百分百寵物企業社,https://www.104.com.tw/job/7357a?jobsource=jolist_c_relevance,null,null,null,null
電商人員,福閣實業有限公司,https://www.104.com.tw/job/70zhf?jobsource=jolist_a_relevance,"工作內容:1.電商平台的上架與維護作業2.協助平台窗口溝通協調、或處理商品突發狀況3.熟悉各大電商檔期/短促/後台操作4.訂單處理、客訴問題了解及解決。5.日常訂單處理(ERP系統輸入:銷退換貨、樣品申請等單據處理)6.客服處理回覆客戶諮詢與客訴7.部門主管交辦事項、各部門溝通協調。8.官網、社群後台數據分析,廣告投放（Google/FB/Youtube）工作需求條件:1.熟悉各大電商檔期/短促/後台操作2.具有團隊精神，共同達成公司季年度營運目標。3.FB小編，對社群生態熟悉 操作過廣告投放4.善溝通、思緒敏銳、學習及解決問題能力佳5.抗壓性高、反應敏捷與精準行動，高度執行力。", 條件要求  接受身份 上班族 工作經歷  1年以上  學歷要求  專科以上  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能  不拘  具備駕照  輕型機車、普通重型機車、普通小型車  其他條件  未填寫 , 福利制度 福利制度一、福閣福利最重視為持續提升同仁滿意度(ES)用心經營幸福職場環境1. 紅利獎金2. 年度調薪3. 業績獎金4. 季獎金5. 通勤補助(需依照職務別所訂定的獎勵辦法)二、福閣人以健康、幸福、安全為原則，致力規劃並提供優渥的福利措施，專業的教育訓練團隊更規劃完善的培訓制度，協助同仁心理、價值、能力之發展。1. 春節禮金2. 端午禮金3. 中秋禮金4. 生日禮金5. 週休二日6. 完善的保險計畫，勞保、健保、團保及退休金提撥7. 女性員工生理假、產假、產檢假、育嬰假8. 男性員工陪產假、育嬰假9. 模範員工獎勵10. 提案獎金11. 員工內購優惠12. 員工滿意度調查13. 員工婚喪生育補助14. 員工及眷屬住院補助及慰問金15. 員工旅遊補助、競賽旅遊、競賽獎金...16. 定期消毒及打蠟，提升衛生品質。 17. 提供微波爐、蒸便當箱等，便利炊具及飲水設備。, 聯絡方式  聯絡人  李小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電商品牌產品行銷企劃,萬摩科技有限公司,https://www.104.com.tw/job/6usqi?jobsource=jolist_a_relevance,與其日復一日朝九晚五的上下班，不如給自己一些挑戰我們需要創新而非平淡在我們公司不管是什麼職位都是一起奮鬥的，任何意見跟想法都可以被表達其他地方你不敢嘗試的Idea，越瘋狂我們越願意去嘗試就怕你只敢想不敢講，歡迎有想法的你一同加入！1. 女性產品產品行銷策略規劃2. 廣告發想並與相關部門溝通製作3. 簡易企劃製作與文案的撰寫4. FB/Google 廣告投放4. 簡易數據分析與數據操作5. 主管交代之相關事宜條件要求【我們想要找的人】1. 有1年以上行銷企劃相關經驗2. 有電子商務行銷及產品行銷經驗 3.有O2O經驗實務 4. 熱衷女性商品 及美妝 市場且有想法  5. 需有1年以上廣告投放經驗（尤佳）6. 有專案管理及數據分析和操作(GA FB)經驗加分7. 提案與簡報技能8.善於溝通及執行力強, 條件要求  接受身份 上班族、應屆畢業生 工作經歷  1年以上  學歷要求  專科以上  科系要求  不拘  語文條件  英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力 擅長工具 Excel、PowerPoint、Word、Google Analytics、Illustrator贊助提升專業能力 工作技能 行銷製作物規劃與執行、品牌行銷管理、網站企劃能力、網路活動規劃與執行、廣告製作規劃與執行、行銷宣傳預算編製與控管、品牌知名度推廣、社群媒體經營管理、廣告企劃案╱文案撰寫 其他條件  具備流利的英文能力積極的工作態度不怕挑戰及抗壓性高不依循傳統SOP做法，喜歡顛覆傳統不怕老闆威權，敢勇於頂表達意見有優渥的行銷獎金 , 福利制度  法定項目  週休二日  勞保  健保  女性生理假  就業保險  其他福利  年終獎金  三節獎金/禮品  咖啡吧  生日假  不扣薪事假  國外旅遊 〔薪資福利〕 - 優渥薪資 - 獎金(分紅/年終) 視公司營運及個人績效表現 - 勞保、健保、退休金提撥 - 彈性上下班&周休二日 - 優於勞基法之給假標準 〔其他〕 - 人性化的辦公環境 - 上班時間09:00~18:00( 含午休 ) 可彈性調整 , 聯絡方式  聯絡人  Benjamin  E-mail  benjamin@onemore.me  電洽  0972606579  應徵回覆  合適者將於2個工作天內主動聯繫，不合適者將不另行通知  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電商品牌行銷主管/企劃,貝爾威勒電子股份有限公司,https://www.104.com.tw/job/6zlvh?jobsource=jolist_b_relevance,"1. 品牌行銷整合規劃2. 跨境電商整合規劃 (歐美亞..等非中國區域)3. 產品開發市場調研與分析4. 行銷方案企劃提出與推出.甲、 各大電商平台談判及通路乙、 產品願景規劃與調研丙、 B2B 異業合作與規劃丁、 SEO 優化戊、 海內外KOL 及新媒體運作己、 海外經銷據點或行銷公司建立5. 廣告公關企劃及執行6. 海內外參展與推廣活動規劃7. 社群媒體企劃, 包含官網,FB,Line,IG….8. 結合產品ＰＭ進行整合規劃9. 運營管理規劃預算與損益作業", 條件要求  接受身份 上班族、外籍人士 工作經歷  3年以上  學歷要求  大學以上  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能  不拘  其他條件  1. 熟悉主流商務平台運作(Amazon/eBay/阿里巴巴/PCHome…)2. 跨境電商運營經驗 3-5years 以上3. 平台行銷企劃 3-5years 以上4. SEO/廣告投放數據分析經驗5. 產品市場調查經驗與分析經驗6. 社群媒體運營經驗 , 福利制度 1.分紅入股、績優員工配股。2.三節禮金、婚喪喜慶補助。3.團體保險、員工旅遊、健康檢查。4.完整的教育訓練。5.順暢的升遷管道。, 聯絡方式  聯絡人  許弘昇  電洽  03-3587777-232  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電商專員,老虎牙子有限公司,https://www.104.com.tw/job/6wnf5?jobsource=2018indexpoc,null,null,null,null
電商專案-行銷推廣專員,全聯福利中心_全聯實業股份有限公司,https://www.104.com.tw/job/6ym7q?jobsource=jolist_c_relevance,1.網站行銷活動規劃與設計    2.商品開發與推廣3.行銷廣告投放規劃與執行4.數據分析管理5.熟美編軟體者尤佳(Photoshop、Illustrator…等), 條件要求  接受身份  不拘  工作經歷  3年以上  學歷要求  大學  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能  不拘  其他條件  未填寫 , 福利制度  法定項目  家庭照顧假  勞保  健保  陪產假  產假  女性生理假  勞退提撥金  產檢假  防疫照顧假  員工體檢  其他福利  年終獎金  三節獎金/禮品  結婚禮金  生育津貼  員工教育獎助學金  子女教育獎助學金  急難補助  國內旅遊  部門聚餐  社團活動  特約商店  內部講師鐘點費  員工團體保險 ■節金、獎勵年終/業績/推薦獎金端午/中秋禮金生日/勞動節福利金互助、福利婚喪禮奠生育住院補助急難救助金子女獎學金員工生活扶助■健康、保險勞退提撥年度免費健檢專業健康管理師諮詢服務■娛樂、休閒年度員工旅遊尾牙/春酒線上課程學習多元社團活動– 福利制度依全/兼職夥伴身分 與 各年度營運狀況有所調整 –, 聯絡方式  聯絡人  潘小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電商平台技術經理 (Technical Manager),新加坡商第一企劃行銷股份有限公司台灣分公司,https://www.104.com.tw/job/70xy9?jobsource=jolist_a_relevance,1. 3C品牌電商商城平台技術管理，與總部技術團隊協調並 維持電商平台各功能穩定正常運作。2. 擔任電商平台的技術諮詢⾓⾊，協助內部營運團隊正確操作平台相關功能 。3. 執行3C品牌商城之日常陳列與各類型促銷活動之系統設定與跨單位協調相關工作，確保與電商平台串接之⾦流、物流、資訊流正常運作。4. 主導電商平台或活動專案之上線前驗證測試、上線後功能持續優化與效能監控調校。5. 對3C品牌商城之銷售趨勢、庫存控管…等營運指標，提出分析與改善建議。6. 商城活動網站規劃、時程控管及驗證測試，資料彙整分析。, 條件要求  接受身份 上班族 工作經歷  3年以上  學歷要求  大學、碩士  科系要求  數學及電算機科學學科類、資訊管理相關、其他商業及管理相關  語文條件  英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通 贊助提升英文能力 擅長工具  不拘  工作技能 專案溝通╱整合管理、系統整合分析 其他條件  1. 具備3年以上網站開發專案或網站系統整合專案之技術專案管理經驗。2. 英語溝通能⼒與技術協調能⼒佳，能妥善居中協調總部技術團隊與在地營運單位。3. 熟悉網站應⽤之測試⽅法與測試⼯具，具備商城系統後台應用與相關操作經歷。4. 精通統計與電商數據分析。5. 精通SAP Hybris系統 、Google Analytics 追蹤機制與ASP.NET、MS-SQL 與AZURE雲端運算平台尤佳。6. 具備良好跨單位協調溝通能⼒與⾼度團隊精神。 ," 福利制度 ◆彈性工時(上班08:00~10:00 , 下班17:00~19:00)◆ 獎金類	1.年終獎金	2.三節禮品或獎金        3.每月21日提前發放當月薪資 ◆ 保險類	1.勞保	2.健保	3.員工團保◆ 休假制度	1.年休假制度：優於勞基法的休假制度，新進人員試用期滿即享有年假。	2.週休二日◆ 補助類	1.生日禮金	2.旅遊補助	3.結婚禮金        4.生育津貼        5.年度健康檢查        6.免費機車停車位        7.免費咖啡無限供應        8.員工休息室        9.每周2天提供各式水果", 聯絡方式  聯絡人  許小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電商業務人員,弘瀚實業股份有限公司,https://www.104.com.tw/job/6tysa?jobsource=jolist_c_relevance,1.具國內外電商經驗與自營品牌網路店運營3年以上經驗2.規劃促銷活動3.優化商品頁面4.網路商店日常運營(91APP系統)5.投放網路廣告6.銷售資料及數據分析7.社群經營與推廣提案8.對文字及時事有敏銳度、大膽創新的思維及執行力9.具各家電商平台(YAHOO、MOMO、PCHOME..等)後台操作、經營、上架、內容優化改善SEO優化10.敦悉FACEBOOK/GOOGLE/YAHOO原生廣告/LINE廣告操作、具有實際操作經驗者尤佳, 條件要求  接受身份 上班族、應屆畢業生 工作經歷  2年以上  學歷要求  大學以上  科系要求  不拘  語文條件  英文 -- 聽 /精通、說 /精通、讀 /精通、寫 /精通  日文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升語文能力 擅長工具 Excel、PowerPoint、Word贊助提升專業能力 工作技能  不拘  其他條件  1.英文多益550分以上或英檢中級2.主動積極、重視團隊合作、有責任感3.熟悉境外電商者優先錄取4.日文N2以上 , 福利制度 1.勞健保及免費團體保險。2.勞工退休金提撥3.三節獎金、全勤獎金、年終獎金4.伙食津貼。5.結婚、生育補助。6.不定期舉辦旅遊及員工聚餐。7.定期健康檢查。◆ 制度類1.完整的教育訓練2.順暢的升遷管道, 聯絡方式  聯絡人  張小姐  應徵回覆  本職務設定3個工作天回覆  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電商業務專員,布雷克國際有限公司,https://www.104.com.tw/job/700rz?jobsource=jolist_a_relevance,"電商銷售管理, 數位行銷經驗健康或女性消費產業相關背景客服經驗1.業務數據分析2.市場及行業趨勢調查3.客服 / CRM 建設4.電商平台管理5.進出貨管理", 條件要求  接受身份 上班族、應屆畢業生、夜間就讀中、外籍人士、原住民 、二度就業 工作經歷  不拘  學歷要求  專科以上  科系要求  不拘  語文條件  不拘  擅長工具 Mac OS、Windows 10、Adobe Acrobat、Excel、PowerPoint、Word、中文打字50~75、Adobe Photoshop、Illustrator、鼎新贊助提升專業能力 工作技能 文件收發與檔案管理、文書處理╱排版能力、行政事務處理、電話接聽與人員接待事項、文件或資料輸入建檔處理、文件檔案資料處理、轉換及整合工作、客戶資料更新維護、客戶情報蒐集、客訴案件處理、產品介紹及解說銷售 其他條件  其他條件1. 需要服務親切、工作認真、態度積極、抗壓性高的夥伴。2. 對醫療保健產品及營養補充食品之銷售有興趣者3. 喜歡與人互動、善於溝通者優，重團隊合作。 , 福利制度  法定項目  勞保  健保  其他福利  國外旅遊  年終獎金  三節獎金/禮品 勞保，健保，週休二日，年終獎金，考績獎金，三節禮金，國內外公司旅遊，不定期聚餐，關係企業員工消費折扣優惠。, 聯絡方式  聯絡人  林先生  E-mail  yang@well-being.store  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電商業務高階主管,展路股份有限公司,https://www.104.com.tw/job/73967?jobsource=jolist_c_relevance,null,null,null,null
電商營運PM,旺旺中時媒體集團_工商財經數位股份有限公司,https://www.104.com.tw/job/73m72?jobsource=2018indexpoc,本職務為媒體集團新成立子公司-電商營運PM工作內容：1.產品文案撰寫與產品上下架2.電商活動企劃與系統設定3.訂單與退換貨處理4.客服問題處理5.CRM經營6.定期產出銷售報表及優化分析7.GA數據分析8.電商業績KPI達成9.有保健食品及美妝相關電商營運經驗者佳10.其他主管交辦事項, 條件要求  接受身份 上班族 工作經歷  3年以上  學歷要求  專科、大學、碩士  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能  不拘  其他條件 , 福利制度 ★薪資/培訓/獎金/禮品1.年終獎金2.三節禮物/禮品3.不定期發放集團文化物4.完整的教育訓練　 5.順暢的升遷管道★完善勞動制度1.提供員工完善的保險及退休金制度2.特休/年假3.陪產假4.家庭照顧假5.女性同仁生理假★專屬員工優惠/福利1.員工旅遊補助金2.公司企業文化活動3.電影欣賞/名人講座/員工購物優惠4.不定期安排員工社團活動5.年度健康檢查6.婚/喪補助7.生育津貼, 聯絡方式  聯絡人  招募小組  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電商營運主管,海納川數位科技有限公司,https://www.104.com.tw/job/72w1b?jobsource=jolist_c_relevance,1. 網路行銷策略擬定、執行、數據分析及改善。2. 擬定創新商業模式，服務產品開發及推廣策劃等相關工作的落實。3. 營運管理、營運目標規劃與追蹤，達成公司設定年度目標。4. 針對公司發展方向，整合、協調各部門資源，建立制度並持續提升營運績效。5. 營運團隊培養及合作帶領。6. 公司電商是屬平台屬性，需研擬市場開發、運營、商務、媒介宣傳、推廣、異業合作洽商，並對其效益進行分析。7. 具備與技術團隊溝通協調與合作能力。, 條件要求  接受身份 上班族 工作經歷  3年以上  學歷要求  高中、專科、大學、碩士  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能 行銷製作物規劃與執行、異業合作規劃與執行、網路活動規劃與執行、社群媒體經營管理 具備駕照  輕型機車、普通重型機車  其他條件  主動積極、具企圖心、負責任． , 福利制度 依法：週休二日。依法：勞保、健保、勞退金。福 利：保障底薪、績效獎金。福 利：員工聚餐、團體旅遊。福 利：教育訓練、進修補助。, 聯絡方式  聯絡人  王小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電商營運人員,彪騰興業社,https://www.104.com.tw/job/703mh?jobsource=jolist_b_relevance,"此職務是  電動工具國內及境外電商貿易夥伴                               你有多少付出就有多少報酬 ◆ ◆ ◆ ◆ ◆ 有訂單抽成 ◆ ◆ ◆ ◆ ◆   有能力肯自行學習願意衝刺挑戰未來                                                                                                                                                                                                                           歡迎對DIY工具產品& 跨境與國內貿易電商有想法的 你&妳 一同加入我們挑戰未來的行列!!需具備""聽"" ""說"" 讀寫英文能力, 可輕鬆英語溝通, 反應快, 具耐心, 有國外參展機會需郵件開發市場客戶處理訂單. 抽成高工作內容:1. 負責公司國內批發客人訂貨學習報價處理，國外1688網路店鋪的問題回答運營管理。2. 可以學習國外fb推廣、流量獲取、達成銷售目標  3. 定期對各店、平臺及競品進行數據分析4. 根據需求上下架商品，做好庫存管理，杜絕超賣、缺貨 5. 負則 平臺活動報名、以及站內外活動6.處理店鋪各種事項，保障店鋪運營 公司福利◆ 獎金/禮品類 1. 三節/禮品◆ 保險類 1.勞、健保 ◆ 休閒類 1.旅遊補助 2.部門聚餐 ◆ 制度類 1.績效獎金 2.完整的教育訓練 3.順暢的升遷管道 ◆ 設備類 1.員工交通車(大陸地區) ◆ 請 / 休假制度 1.週休二日 2.特休/年假 3.陪產假"," 條件要求  接受身份 上班族、夜間就讀中、研發替代役、外籍人士、原住民 、二度就業、中壯齡  工作經歷  2年以上  學歷要求  高中以上  科系要求  不拘  語文條件  英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力 擅長工具 Excel、Word、Adobe Photoshop、Illustrator贊助提升專業能力 工作技能  不拘  具備駕照  輕型機車、普通小型車  其他條件  1.會簡易繪圖軟體操作(Illustrator、photoshop等)。 2.具企圖心,執行能力強,喜歡自己動手DIY。 3.基本電商概念 4.主動積極,抗壓性高,能獨立作業。5.具主動學習意願及溝通能力。 ", 福利制度 ◆ 請 / 休假制度 1.週休二日 ，見紅就放假 2.特休/年假 ◆ 獎金1. 全勤獎金 2. 績效獎金 3.  三節禮品/獎金 ◆ 保險類 1.勞保 2.健保3.6%勞退提撥  ◆ 其他 1.員工旅遊2.不定期舉辦聚餐 3. 完整的教育訓練 升遷機會(出國參與展覽), 聯絡方式  聯絡人  許芸銘  電洽  0983568343  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電商營運企劃,SofyDOG寵物精品_古迪寵物食品有限公司,https://www.104.com.tw/job/70hz0?jobsource=jolist_a_relevance,網站：https://www.sofydog.com/index1.php【工作內容】1. 網站商品維護2. 電商部門銷售數字分析3. 網路活動行銷規劃與細部執行4. 銷售商品相關文案撰寫5. 社群經營管理含廣告曝光操作及成效分析【您需擁有的技能】1. 行銷數據分析與應用能力2. 對於寵物飼料市場有興趣且有研究3. 富熱忱、責任、良好的溝通能力4. 能配合出貨量多的時候適度加班，協助人員出貨5. 學習力強 ( 會有一系列的寵物食品知識等著你帶走 )6. 本身有飼養貓貓或狗狗【加分但不一定要有】1. 零售業銷售經驗2. 喜愛研究優質寵物飼料與商品3. 有網路市場資料收集經驗本公司職缺為每日更新，以利求職者第一時間看到公司資訊由於大家對於寵物的生活意識大躍進，因此公司擴大組織強力招募中！若您對寵物產業有極大的興趣，快快加入我們吧！　, 條件要求  接受身份 上班族 工作經歷  2年以上  學歷要求  不拘  科系要求  不拘  語文條件  不拘  擅長工具  不拘  工作技能  不拘  其他條件  未填寫 , 福利制度 1 . 門市業績獎金 2 . 業務業績獎金3 . 年終績效獎金4 . 生日禮金、推薦禮金5 . 尾牙、春酒活動6 . 端午、中秋禮盒7 . 不定期聚餐、聚會8 . 員工進修補助9 . 員工購物優惠10 . 完整的寵物知識、產品教育訓練11 . 順暢的升遷與管道與透明的加薪考核制度12 .  勞保、健保、6% 退休金、團保13 . 加班、特休等其餘項目皆照勞基法規定, 聯絡方式  聯絡人  陳小姐  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電商營運專員[OF],大好興業股份有限公司,https://www.104.com.tw/job/6zv3s?jobsource=jolist_c_relevance,1.	負責EC通路購物平台維護及聯絡窗口，需有2年以上平台操作經歷 (操作過PC 24H、MOMO 24H、摩天商城、露天拍賣、樂天…等各大電商平台優先考慮)2.	協助管理電商平台(平台維護及商品上、下架)及銷售數據統計與分析3.	負責產品報價及各通路毛利分析管理4.	管理商品庫存，處理訂單及退換貨、帳務核對相關事宜，需熟悉24H寄倉補貨作業5.	處理客戶問題需求(商品相關諮詢、帳務問題、退換貨需求及客訴案件處理)6.	與各通路PM洽談活動，節慶活動檔期安排、活動文案發想，維繫穩定客戶關係7.	擅長行銷規劃及專案管理能力，熟悉電商產業生態，可獨立思考及作業者8.	有想法且不怕挑戰、溝通協調能力好、穩定性高、負責任、學習意願強烈9.	其他主管交辦事項, 條件要求  接受身份 上班族歡迎肢體障礙(下肢)(輕度)的身心障礙人士  工作經歷  2年以上  學歷要求  專科以上  科系要求  不拘  語文條件  不拘  擅長工具 Excel、PowerPoint、Word、中文打字50~75贊助提升專業能力 工作技能 行銷製作物規劃與執行、網站企劃能力、網路活動規劃與執行、社群媒體經營管理、市場調查企劃與執行、市場調查資料分析與報告撰寫 其他條件  1.積極、配合度高、具抗壓性、細心。2.具備相關經驗者佳 。3.excel需使用樞紐分析、Vlookup (若不會者可先行上網了解，功能簡單易學) , 福利制度 ◆ 保險類1.勞保2.健保3.公司全額支付員工團體保險◆ 設備類哺乳室◆ 福委會1.員工旅遊2.多元化的福利活動(不定期的部門聚餐、電影欣賞活動、家庭日、各種節慶活動等…)3.生日禮金4.結婚禮金5.生育津貼6.傷病／住院慰問金7.喪葬津貼◆ 訓練與發展1.完整的績效評核制度2.員工教育訓練◆ 請 / 休假制度1.週休二日2.特休假依勞基法規定3.陪產假4.家庭照顧假5.生理假6.育嬰假◆ 舒壓服務1.每周二、四下午由專業按摩師提供免費按摩服務◆ 其他1.員工購物優惠2.不定期免費供應零食3.咖啡、茶免費暢飲, 聯絡方式  聯絡人  人力資源部  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電商營運專員,得億國際有限公司,https://www.104.com.tw/job/6f8yj?jobsource=jolist_a_relevance,1.官網維護及優化2.GA網站分析監測管理3.執行跨國網路商店平台之營運及管理 	店鋪日常訂單管理及帳號維護	管理及優化商品頁面 	日常訂單管理 	庫存管理 	監控與分析運營狀況	銷售報表及相關數據分析 4.編輯與排版商品行銷文案 5.社群媒體維護 ," 條件要求  接受身份 上班族、應屆畢業生、夜間就讀中、外籍人士 工作經歷  不拘  學歷要求  專科、大學、碩士  科系要求  不拘  語文條件  英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等 贊助提升英文能力 擅長工具  不拘  工作技能 行銷製作物規劃與執行、品牌行銷管理、網站企劃能力、網路活動規劃與執行、品牌知名度推廣、社群媒體經營管理 其他條件  1. 對電子商務有熱情、具有分析規劃與執行能力 2. 具有團隊精神, 樂觀, 可獨立作業者 3. 曾有ebay 或Amazon網站運營，跨國線上拍賣或線上購物經驗者尤佳  ", 福利制度  法定項目  週休二日  勞保  健保  產假  特別休假  勞退提撥金  其他福利  年終獎金  三節獎金/禮品  特殊節日獎金禮品  結婚禮金  生育津貼  國內旅遊  部門聚餐  慶生會 本公司努力健全各項制度，提供豐富完善的福利措施，使每位員工能同時兼顧工作及家庭生活，一同與家人感受公司的關懷與用心。◆ 獎金 / 禮品類　1.年終獎金　2.三節禮金/禮品　2.結婚/生育津貼◆ 保險類　1.勞保　2.健保◆ 制度類　1.績效獎金　2.順暢的升遷管道◆ 請 / 休假制度　1.週休二日　2.特休◆ 其它福利　1.國內外員工旅遊    2.員工聚餐, 聯絡方式  聯絡人  盧貞云  104人力銀行提醒您  履歷關閉時仍可投遞履歷喔！面試時請遵守求職禮儀準時赴約並小心安全  職場安全提醒 
電商營運管理,WitsPer 智選家_智選科技有限公司,https://www.104.com.tw/job/6n12o?jobsource=2018indexpoc,null,null,null,null
